"Categoria";"Decorrenza";"Scadenza";"Stato File";"Anno Scadenza";"Anno Stipula";"Tipologia";"Anno Decorrenza";"Codice CCNL";"Stipula";"Ultimo vigente";
"ASSICURAZIONI: Agenzie in gestione libera (UNAPASS)";"01/01/1997";"31/12/2000";"C";"2000";"1997";"Testo definitivo";"1997";"J151970";"02/09/1997";"";
"METALMECCANICA: P.M.I. - Alea-Ade";"02/09/2009";"31/08/2013";"I";"2013";"2009";"Testo definitivo";"2009";"C019";"02/09/2009";"SI";
"EDILI: P.M.I. Artigianato e cooperative";"02/09/2009";"31/08/2013";"I";"2013";"2009";"Testo definitivo";"2009";"F01F";"02/09/2009";"SI";
"PORTUALI: Lavoratori dei Porti Cooperative settore trasporti";"02/09/2009";"31/08/2013";"I";"2013";"2009";"Testo definitivo";"2009";"I5H1";"02/09/2009";"SI";
"TESSILI SETA: Fil. Cascami  Trattura e Torcitura  Fil. Serica";"01/04/2010";"31/03/2013";"I";"2013";"2010";"Testo definitivo";"2010";"D051";"02/09/2010";"SI";
"TESSILI VARI: Industrie";"01/04/2010";"31/03/2013";"I";"2013";"2010";"Testo definitivo";"2010";"D0H1";"02/09/2010";"SI";
"SCUOLA PRIVATE (ANINSEI)";"01/01/2006";"31/12/2009";"C";"2009";"2007";"Accordo di rinnovo";"2006";"T231070";"02/10/2007";"";
"COMMERCIO E SERVIZI";"";"";"C";"";"2005";"Verbale integrativo";"";"H011050";"02/11/2005";"";
"AUTOTRASPORTI: Dirigenti";"";"";"C";"";"2011";"Verbale Integrativo";"";"I112";"02/11/2011";"";
"AGENZIE MARITTIME E AEREE: Dirigenti";"01/04/1992";"31/12/1995";"C";"1995";"1992";"Testo definitivo";"1992";"I491920";"02/12/1992";"";
"FERROVIE: Operai e Impiegati";"";"";"C";"";"1997";"Verbale integrativo";"";"I319971";"02/12/1997";"";
"FORZE ARMATE (Esercito - Marina - Aeronautica)";"";"";"C";"";"2003";"Verbale integrativo";"";"S811032";"02/12/2003";"";
"CARABINIERI - GUARDIA DI FINANZA";"";"";"C";"";"2003";"Verbale integrativo";"";"S821032";"02/12/2003";"";
"POLIZIA - PENITENZIARI - FORESTALI";"";"";"C";"";"2003";"Verbale integrativo";"";"S831032";"02/12/2003";"";
"ENTI PUBBLICI NON ECONOMICI";"";"";"C";"";"2004";"Verbale integrativo";"";"S511040";"02/12/2004";"";
"BANCARI: Casse Rurali - Credito Cooperativo: Dirigenti (Cooperative)";"";"";"C";"";"2008";"Verbale Integrativo";"";"J282";"02/12/2008";"";
"ANAS: Dirigenti (Ente Nazionale per le Strade)";"01/01/2004";"31/12/2008";"F";"2008";"2006";"Accordo di rinnovo";"2004";"T512";"03/01/2006";"";
"EDILI: Cooperative di Produzione e Lavoro";"01/03/1991";"31/12/1994";"C";"1994";"1993";"Testo definitivo";"1991";"F016930";"03/02/1993";"";
"METALMECCANICA: Industrie";"";"";"C";"";"1998";"Verbale integrativo";"";"C011980";"03/02/1998";"";
"CARICO E SCARICO (per Ministero Difesa)";"01/03/2004";"31/08/2005";"C";"2005";"2004";"Economico 2. biennio";"2004";"ID11040";"03/02/2004";"SI";
"CONSORZI ED ENTI DI INDUSTRIALIZZAZIONE";"01/01/2004";"31/12/2005";"C";"2005";"2005";"Economico 2. biennio";"2004";"T811050";"03/02/2005";"";
"INDUSTRIA TURISTICA";"";"";"C";"";"2008";"Accordo di rinnovo";"";"K452080";"03/02/2008";"";
"INDUSTRIA TURISTICA";"01/01/2006";"31/12/2009";"I";"2009";"2008";"Testo definitivo";"2006";"K452";"03/02/2008";"";
"MARITTIMI: Cap. Lungo Corso Armamento Libero";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I441";"03/02/2009";"";
"MARITTIMI: Navi sino a 151 Tsl Armamento Privato";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I501";"03/02/2009";"";
"MARITTIMI: Navi da Carico da 151 a 3000 Tsl o 4000 Tsc";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I511";"03/02/2009";"";
"MARITTIMI: Navi Speciali Armatore Italiano";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I571";"03/02/2009";"";
"MARITTIMI: Personale Imbarcato su Rimorchiatori";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I591";"03/02/2009";"";
"MARITTIMI: Uffici e Operai Societa' di Navigazione";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I5B3";"03/02/2009";"";
"MARITTIMI: Uffici Societa' Servizi Locali";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I5C2";"03/02/2009";"";
"MARITTIMI: Aliscafi e Natanti Veloci Passeggeri";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I611";"03/02/2009";"";
"MARITTIMI: Equipaggi Navi Locali Caremar  Saremar ..";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I631";"03/02/2009";"";
"MARITTIMI: Stato Maggiore Navi Locali";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I632";"03/02/2009";"";
"MARITTIMI: Navi da Crociera";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I641";"03/02/2009";"";
"MARITTIMI: Bare Boat Navi Crociera - Equip. Straniero";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I642";"03/02/2009";"";
"MARITTIMI: Bare Boat Navi Crociera - Equip. Italiano";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I643";"03/02/2009";"";
"MARITTIMI: Stato Maggiore Societa' ex P.I.N.";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I653";"03/02/2009";"";
"MARITTIMI: Uffici e Terminals";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I731";"03/02/2009";"";
"BANCARI: Casse Rurali - Credito Cooperativo: Dirigenti (Cooperative)";"01/01/2010";"31/12/2011";"C";"2011";"2010";"Economico 2. biennio";"2010";"J282";"03/02/2010";"";
"BANCARI: Casse Rurali - Credito Cooperativo (Cooperative)";"01/01/2010";"31/12/2011";"C";"2011";"2010";"Economico 2. biennio";"2010";"J283";"03/02/2010";"";
"ANAS: Dirigenti (Ente Nazionale per le Strade)";"01/01/2009";"31/12/2011";"F";"2011";"2010";"Accordo di rinnovo";"2009";"T512";"03/02/2010";"SI";
"CONSORZI di Bonifica: Dirigenti";"01/01/2010";"31/12/2011";"I";"2011";"2011";"Accordo di rinnovo";"2010";"A101";"03/02/2011";"SI";
"ESATTORIE: Dipendenti Concessionari";"03/03/1988";"30/06/1989";"C";"1989";"1988";"Testo definitivo";"1988";"J311880";"03/03/1988";"";
"ESATTORIE PROVINCIALI";"03/03/1988";"30/06/1989";"C";"1989";"1988";"Testo definitivo";"1988";"J331880";"03/03/1988";"";
"ASSICURAZIONI: Dipendenti (ANIA)";"03/03/1991";"31/12/1993";"C";"1993";"1991";"Testo definitivo";"1991";"J121910";"03/03/1991";"";
"CONSORZI AGRARI: Dirigenti";"";"";"C";"";"2004";"Verbale integrativo";"";"A151040";"03/03/2004";"";
"CNEL: Dirigenti";"01/01/2006";"31/12/2009";"F";"2009";"2010";"Testo definitivo";"2006";"S662";"03/03/2010";"SI";
"SCUOLA PRIVATE (ANINSEI)";"01/01/2010";"31/12/2012";"I";"2012";"2011";"Testo definitivo";"2010";"T231";"03/03/2011";"SI";
"AGRICOLTURA: Dirigenti";"01/01/2001";"31/12/2004";"C";"2004";"2001";"Accordo di rinnovo";"2001";"A031010";"03/04/2001";"";
"AGRICOLTURA: Dirigenti";"01/01/2001";"31/12/2004";"C";"2004";"2001";"Testo definitivo";"2001";"A031011";"03/04/2001";"";
"DIRIGENTI: P.M.I.";"01/01/2002";"31/12/2003";"C";"2003";"2003";"Economico 2. biennio";"2002";"V022030";"03/04/2003";"";
"TELECOMUNICAZIONI";"01/01/2005";"31/12/2008";"C";"2008";"2007";"Verbale Integrativo";"2005";"K411071";"03/04/2007";"";
"AGENTI E RAPPRESENTANTI DI CONSORZI AGRARI";"01/01/2009";"31/12/2013";"C";"2013";"2009";"Testo definitivo";"2009";"H0A1";"03/04/2009";"SI";
"ENTI FORMAZIONE PROFESSIONALE";"";"31/10/2013";"I";"2013";"2012";"Verbale Integrativo";"";"T275";"03/04/2012";"";
"ZOOTECNIA: Dirigenti";"01/01/1989";"31/12/1991";"C";"1991";"1990";"Testo definitivo";"1989";"A211900";"03/05/1990";"";
"ORAFI  ARGENTIERI ED AFFINI: Artigiani";"01/01/1993";"31/12/1996";"C";"1996";"1993";"Accordo di rinnovo";"1993";"C025930";"03/05/1993";"";
"ORAFI  ARGENTIERI ED AFFINI: Artigiani";"01/01/1993";"31/12/1996";"C";"1996";"1993";"Testo definitivo";"1993";"C025931";"03/05/1993";"";
"RECAPITO CORRISPONDENZA";"01/01/2004";"31/12/2005";"C";"2005";"2004";"Economico 2. biennio";"2004";"V311040";"03/05/2004";"";
"ANAS (Ente Nazionale per le Strade)";"01/01/2004";"31/12/2005";"C";"2005";"2005";"Economico 2. biennio";"2004";"T511050";"03/05/2005";"";
"COMMERCIO E SERVIZI: Dirigenti";"";"";"C";"";"2006";"Verbale Integrativo";"";"H021060";"03/05/2006";"";
"STUDI Professionali";"01/07/2004";"30/09/2007";"C";"2007";"2006";"Testo definitivo";"2004";"H442060";"03/05/2006";"";
"SCUOLE: Istituti d'Istruzione associati alla Filins-Fiinsei (collaborazione coordinata e continuativa a progetto)";"01/09/2009";"31/08/2013";"I";"2013";"2009";"Testo definitivo";"2009";"T253";"03/05/2009";"SI";
"ISTITUTI PER IL SOSTENTAMENTO DEL CLERO";"01/06/1991";"31/05/1994";"C";"1994";"1991";"Testo definitivo";"1991";"V511910";"03/06/1991";"";
"BANCARI: Casse Rurali e Artigiane - Credito Cooperativo";"";"";"C";"";"1993";"Verbale integrativo";"";"J271930";"03/06/1993";"";
"PETROLIFERA GPL: Industrie";"01/01/1994";"31/12/1997";"C";"1997";"1994";"Accordo di rinnovo";"1994";"B251940";"03/06/1994";"";
"PETROLIFERA GPL: Industrie";"01/01/1994";"31/12/1997";"C";"1997";"1994";"Testo definitivo";"1994";"B251941";"03/06/1994";"";
"BANCARI: Casse Rurali e Artigiane - Credito Cooperativo";"";"";"C";"";"2002";"Verbale integrativo";"";"J271021";"03/06/2002";"";
"METALMECCANICA: artigiani";"01/06/2010";"02/06/2013";"I";"2013";"2010";"Testo definitivo";"2010";"C014";"03/06/2010";"SI";
"AUTOFERROTRANVIERI";"03/07/1986";"";"C";"";"1986";"Accordo di rinnovo";"1986";"I022861";"03/07/1986";"";
"MARITTIMI: Tecnici e Amministrativi TELEMAR";"01/01/1991";"31/12/1994";"C";"1994";"1991";"Accordo di rinnovo";"1991";"I401910";"03/07/1991";"";
"ALBERGHI: Dirigenti";"01/01/1995";"31/12/1998";"C";"1998";"1995";"Testo definitivo";"1995";"H061950";"03/07/1995";"";
"AUTORIMESSE";"01/03/1996";"28/02/2000";"C";"2000";"1996";"Accordo di rinnovo";"1996";"IC31960";"03/07/1996";"";
"AUTORIMESSE";"01/03/1996";"28/02/2000";"C";"2000";"1996";"Testo definitivo";"1996";"IC31961";"03/07/1996";"";
"ENTE POSTE ITALIANE:Dirigenti (Poste Italiane spa)";"01/08/1996";"31/07/1998";"C";"1998";"1997";"Economico 2. biennio";"1996";"T312970";"03/07/1997";"";
"PANIFICAZIONE: CONFESERCENTI";"01/03/2000";"29/02/2004";"C";"2004";"2000";"Accordo di rinnovo";"2000";"E028000";"03/07/2000";"";
"PANIFICAZIONE: CONFESERCENTI";"01/03/2000";"29/02/2004";"C";"2004";"2000";"Testo definitivo";"2000";"E028001";"03/07/2000";"";
"METALMECCANICA: Industrie;METALMECCANICA: Industrie";"01/01/2001";"31/12/2002";"C";"2002";"2001";"Economico 2. biennio";"2001";"C011010";"03/07/2001";"";
"METALMECCANICA: P.M.I.";"01/01/2001";"31/12/2002";"C";"2002";"2001";"Economico 2. biennio";"2001";"C018010";"03/07/2001";"";
"ALIMENTARISTI: Cooperative";"01/06/2001";"31/05/2003";"C";"2003";"2001";"Economico 2. biennio";"2001";"E016010";"03/07/2001";"";
"TESSILI ABBIGLIAMENTO - CALZATURE: Imprese Subfornitrici";"01/07/2002";"30/06/2006";"C";"2006";"2002";"Testo definitivo";"2002";"D016020";"03/07/2002";"SI";
"PESCA MARITTIMA: Industrie";"01/01/2003";"31/12/2004";"C";"2004";"2003";"Economico 2. biennio";"2003";"E071030";"03/07/2003";"";
"MAGAZZINI GENERALI: Dirigenti";"";"";"C";"";"2006";"Verbale Integrativo";"";"I241060";"03/07/2006";"";
"COMMERCIO E SERVIZI: Dirigenti";"";"";"F";"";"2012";"Verbale Integrativo";"";"H021";"03/07/2012";"";
"COMMERCIO - CONFAZIENDA-CISAL";"01/07/2012";"30/06/2015";"I";"2015";"2012";"Testo definitivo";"2012";"H024";"03/07/2012";"SI";
"PETROLIFERA GPL: Industrie";"01/08/1990";"31/12/1993";"C";"1993";"1990";"Testo definitivo";"1990";"B251900";"03/08/1990";"";
"AGRICOLTURA: Dirigenti";"01/01/1993";"31/12/1996";"C";"1996";"1993";"Accordo di rinnovo";"1993";"A031930";"03/08/1993";"";
"AGRICOLTURA: Dirigenti";"01/01/1993";"31/12/1996";"C";"1996";"1993";"Testo definitivo";"1993";"A031931";"03/08/1993";"";
"AGENZIE MARITTIME E AEREE: Dirigenti";"01/01/2003";"31/12/2006";"C";"2006";"2004";"Accordo di rinnovo";"2003";"I491040";"03/08/2004";"";
"SANITA': Dipendenti ANFFAS";"01/01/2002";"31/12/2005";"C";"2005";"2004";"Testo definitivo";"2002";"T021040";"03/08/2004";"";
"AREA II: Dirigenti (Regioni)";"01/01/2008";"31/12/2009";"F";"2009";"2010";"Economico 2. biennio";"2008";"S103";"03/08/2010";"";
"AGRICOLTURA: Cooperative e Consorzi Agricoli";"01/01/2010";"31/12/2012";"I";"2012";"2010";"Accordo di rinnovo";"2010";"A016";"03/08/2010";"";
"AGRICOLTURA: Cooperative e Consorzi Agricoli";"01/01/2010";"31/12/2012";"I";"2012";"2010";"Testo definitivo";"2010";"A016";"03/08/2010";"SI";
"ISTITUTI PER IL SOSTENTAMENTO DEL CLERO";"01/06/2002";"31/05/2006";"C";"2006";"2002";"Accordo di rinnovo";"2002";"V511020";"03/09/2002";"";
"DIRIGENTI: Aziende Industriali";"01/07/1989";"30/06/1993";"C";"1993";"1989";"Testo definitivo";"1989";"V012890";"03/10/1989";"";
"MARITTIMI: Medici di Bordo";"01/10/1995";"31/12/1996";"C";"1996";"1995";"Testo definitivo";"1995";"I751950";"03/10/1995";"";
"EDILI: P.M.I. Artigiane - UGL";"01/01/2000";"31/12/2003";"C";"2003";"2000";"Accordo di rinnovo";"2000";"F01B000";"03/10/2000";"";
"GIORNALISTI: Radio televisione - imprese locali";"03/10/2000";"02/10/2004";"C";"2004";"2000";"Testo definitivo";"2000";"G033000";"03/10/2000";"";
"GIORNALISTI: Radio televisione - imprese locali";"03/10/2000";"02/10/2004";"C";"2004";"2000";"Verbale integrativo";"2000";"G033001";"03/10/2000";"";
"COLLABORAZIONI Coordinate e Continuative (FEDERTERZIARIO)";"01/10/2000";"30/09/2002";"C";"2002";"2000";"Testo definitivo";"2000";"V141000";"03/10/2000";"SI";
"PARRUCCHIERI: Artigiane";"01/01/2010";"31/12/2012";"F";"2012";"2011";"Accordo di rinnovo";"2010";"H515";"03/10/2011";"SI";
"COMMERCIO E SERVIZI";"01/01/1995";"31/12/1998";"C";"1998";"1994";"Accordo di rinnovo";"1995";"H011940";"03/11/1994";"";
"COMMERCIO E SERVIZI";"01/01/1995";"31/12/1998";"C";"1998";"1994";"Testo definitivo";"1995";"H011941";"03/11/1994";"";
"FOTOINCISIONE Quadri e Cilindri per Stampa Tessile";"01/07/1997";"31/12/1999";"C";"1999";"1997";"Economico 2. biennio";"1997";"D315970";"03/11/1997";"";
"ESERCIZI CINEMATOGRAFICI E CINEMA-TEATRALI";"01/02/1998";"30/06/2002";"C";"2002";"1999";"Testo definitivo";"1998";"G211991";"03/11/1999";"";
"ELETTRICI: Imprese Minori";"01/01/1999";"31/12/2000";"C";"2000";"1999";"Economico 2. biennio";"1999";"K041990";"03/11/1999";"";
"AREA IV: Dirigenti (SANITA' Area Medica)";"01/01/2002";"31/12/2005";"C";"2005";"2005";"Accordo di rinnovo";"2002";"S223050";"03/11/2005";"";
"AREA III: Dirigenti (SANITA' Area non Medica)";"01/01/2002";"31/12/2005";"C";"2005";"2005";"Accordo di rinnovo";"2002";"S233050";"03/11/2005";"";
"AEREI: Personale di Terra (Assaeroporti)";"";"";"C";"";"2009";"Verbale Integrativo";"";"I851";"03/11/2009";"";
"AEREI: Personale di Terra - servizi di catering";"";"";"C";"";"2009";"Verbale Integrativo";"";"I852";"03/11/2009";"";
"SORVEGLIANZA ANTINCENDIO";"01/08/2009";"31/07/2012";"C";"2012";"2009";"Testo definitivo";"2009";"HV30";"03/11/2009";"SI";
"CINEMA: Generici Produzione A.V.";"01/01/2010";"31/12/2013";"I";"2013";"2009";"Accordo di rinnovo";"2010";"G131";"03/11/2009";"SI";
"COMMERCIO: Cooperative di Consumo";"01/01/1995";"31/12/1998";"C";"1998";"1994";"Accordo di rinnovo";"1995";"H016940";"03/12/1994";"";
"COMMERCIO: Cooperative di Consumo";"01/01/1995";"31/12/1998";"C";"1998";"1994";"Testo definitivo";"1995";"H016941";"03/12/1994";"";
"ZOOTECNIA: Dirigenti";"01/01/1997";"31/12/1998";"C";"1998";"1997";"Economico 2. biennio";"1997";"A211970";"03/12/1997";"";
"MAGAZZINI GENERALI: Dirigenti";"01/04/1997";"31/03/1999";"C";"1999";"1997";"Economico 2. biennio";"1997";"I241970";"03/12/1997";"";
"COMMERCIO SERVIZI E AFFINI (FEDERTERZIARIO)";"";"31/10/1999";"C";"1999";"1998";"Verbale integrativo";"";"H015980";"03/12/1998";"";
"FOTO LABORATORI CONTO TERZI";"01/05/2003";"30/04/2007";"C";"2007";"2003";"Accordo di rinnovo";"2003";"G511030";"03/12/2003";"";
"BANCARI: Casse Rurali e Artigiane - Credito Cooperativo - Dirigenti";"";"";"C";"";"2003";"Verbale integrativo";"";"J281031";"03/12/2003";"";
"PULIZIA: Imprese";"01/01/2004";"31/05/2005";"C";"2005";"2003";"Verbale integrativo";"2004";"K511033";"03/12/2003";"";
"ODONTOTECNICI: Artigiani";"";"";"C";"";"2004";"Verbale integrativo";"";"C035040";"03/12/2004";"";
"TELECOMUNICAZIONI";"01/01/2005";"31/12/2008";"C";"2008";"2005";"Testo definitivo";"2005";"K411050";"03/12/2005";"";
"TELECOMUNICAZIONI";"01/01/2005";"31/12/2008";"C";"2008";"2005";"Accordo di rinnovo";"2005";"K411051";"03/12/2005";"";
"RAI: Artisti (Prof. D'Orchestra  Artisti del coro...)";"01/01/2008";"31/12/2009";"C";"2009";"2009";"Accordo di rinnovo";"2008";"G0B3";"03/12/2009";"SI";
"AREA TESSILE-MODA: artigiani";"03/12/2010";"31/12/2012";"C";"2012";"2010";"Accordo di rinnovo";"2010";"D025";"03/12/2010";"SI";
"PIASTRELLE E REFRATTARI: Industrie";"01/01/1997";"30/06/1998";"C";"1998";"1997";"Economico 2. biennio";"1997";"B122970";"04/02/1997";"";
"METALMECCANICA: Industrie";"01/07/1996";"31/12/1998";"C";"1998";"1997";"Economico 2. biennio";"1996";"C011970";"04/02/1997";"";
"METALMECCANICA: PP.SS.";"01/07/1996";"31/12/1998";"C";"1998";"1997";"Economico 2. biennio";"1996";"C013970";"04/02/1997";"";
"METALMECCANICA: P.M.I.";"31/12/1996";"31/12/1998";"C";"1998";"1997";"Economico 2. biennio";"1996";"C018970";"04/02/1997";"";
"RADIO TELEVISIONE: Imprese locali";"01/03/1997";"31/12/1997";"C";"1997";"1997";"Economico 2. biennio";"1997";"G092970";"04/02/1997";"";
"EDILI: Cooperative di Produzione e Lavoro";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"F016020";"04/02/2002";"";
"MARITTIMI: Navi sino a 151 Tsl Armamento Privato";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I501";"04/02/2009";"";
"MARITTIMI: Navi da Carico da 151 a 3000 Tsl o 4000 Tsc";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I511";"04/02/2009";"";
"MARITTIMI: Navi Speciali Armatore Italiano";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I571";"04/02/2009";"";
"MARITTIMI: Personale Imbarcato su Rimorchiatori";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I591";"04/02/2009";"";
"MARITTIMI: Uffici e Operai Societa' di Navigazione";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I5B3";"04/02/2009";"";
"MARITTIMI: Uffici Societa' Servizi Locali";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I5C2";"04/02/2009";"";
"MARITTIMI: Aliscafi e Natanti Veloci Passeggeri";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I611";"04/02/2009";"";
"MARITTIMI: Equipaggi Navi Locali Caremar  Saremar ..";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I631";"04/02/2009";"";
"MARITTIMI: Stato Maggiore Navi Locali";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I632";"04/02/2009";"";
"MARITTIMI: Stato Maggiore Navi Locali";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I632";"04/02/2009";"";
"MARITTIMI: Navi da Crociera";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I641";"04/02/2009";"";
"MARITTIMI: Bare Boat Navi Crociera - Equip. Straniero";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I642";"04/02/2009";"";
"MARITTIMI: Bare Boat Navi Crociera - Equip. Italiano";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I643";"04/02/2009";"";
"MARITTIMI: Stato Maggiore Societa' ex P.I.N.";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I653";"04/02/2009";"";
"MARITTIMI: Stato Maggiore Societa' ex P.I.N.";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I653";"04/02/2009";"";
"MARITTIMI: Uffici e Terminals";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"I731";"04/02/2009";"";
"ASSICURAZIONI: Agenzie in gestione libera (SNA-UNAPASS)";"01/01/2009";"31/12/2011";"F";"2011";"2011";"Testo definitivo";"2009";"J152";"04/02/2011";"SI";
"MINERO-METALLURGICHE: Industrie";"01/03/1988";"30/06/1991";"C";"1991";"1988";"Testo definitivo";"1988";"B282880";"04/03/1988";"";
"GIORNALI (Edicole Rivendite Giornali)";"01/05/1994";"30/04/1999";"C";"1999";"1994";"Testo definitivo";"1994";"G061940";"04/03/1994";"";
"AUTOTRASPORTI: Dirigenti";"01/01/1995";"31/12/1998";"C";"1998";"1996";"Accordo di rinnovo";"1995";"I112960";"04/03/1996";"";
"AUTOTRASPORTI: Dirigenti";"01/01/1995";"31/12/1998";"C";"1998";"1996";"Testo definitivo";"1995";"I112961";"04/03/1996";"";
"MARITTIMI: Navi sino a 151 Tsl Armamento Privato";"01/03/1998";"31/12/1998";"C";"1998";"1998";"Economico 2. biennio";"1998";"I501980";"04/03/1998";"";
"MARITTIMI: Navi sino a 151 Tsl Armamento Privato";"";"31/12/1998";"C";"1998";"1998";"Testo definitivo";"";"I501981";"04/03/1998";"";
"EUR: Personale dirigente";"01/01/1994";"31/12/1997";"C";"1997";"1998";"Testo definitivo";"1994";"S632980";"04/03/1998";"";
"UNIONCAMERE";"01/01/1999";"31/12/2002";"C";"2002";"2003";"Testo definitivo";"1999";"S651030";"04/03/2003";"";
"TURISMO (AZIENDE CONFESERCENTI)";"01/01/2010";"30/04/2013";"C";"2013";"2010";"Accordo di rinnovo";"2010";"H058";"04/03/2010";"SI";
"TURISMO (AZIENDE CONFESERCENTI)";"01/01/2010";"30/04/2013";"I";"2013";"2010";"Accordo di rinnovo";"2010";"H058";"04/03/2010";"";
"FUNIVIE TERRESTRI ED AEREE";"01/05/2010";"30/04/2013";"F";"2013";"2011";"Testo definitivo";"2010";"I911";"04/03/2011";"SI";
"AUTOSTRADE E TRAFORI (Societa' e Consorzi Concessionari)";"01/01/1995";"31/12/1998";"C";"1998";"1995";"Accordo di rinnovo";"1995";"I192950";"04/04/1995";"";
"AUTOSTRADE E TRAFORI (Societa' e Consorzi Concessionari)";"01/01/1995";"31/12/1998";"C";"1998";"1995";"Testo definitivo";"1995";"I192951";"04/04/1995";"";
"GOMMA E PLASTICA: P.M.I.";"01/11/1995";"31/12/1999";"C";"1999";"1996";"Accordo di rinnovo";"1995";"B375960";"04/04/1996";"";
"GOMMA E PLASTICA: P.M.I.";"01/11/1995";"31/12/1999";"C";"1999";"1996";"Testo definitivo";"1995";"B375961";"04/04/1996";"";
"ENTI DI RICERCA";"01/01/1994";"31/12/1997";"C";"1997";"1996";"Accordo di rinnovo";"1994";"S311960";"04/04/1996";"";
"CENTRI DI ELABORAZIONE DATI";"27/03/1997";"26/03/2001";"C";"2001";"1997";"Testo definitivo";"1997";"H601960";"04/04/1997";"";
"COLLABORAZIONI Coordinate e Continuative (CISI)";"04/04/2000";"03/04/2004";"C";"2004";"2000";"Testo definitivo";"2000";"V131000";"04/04/2000";"SI";
"AUTOFERROTRANVIERI";"";"";"C";"";"2001";"Verbale integrativo";"";"I022012";"04/04/2001";"";
